timestamp,symbol,direction,entry,sl,tp1,tp2,tp3,score,grade,rr,adx,rsi,rel_volume,spike_tier,mtf_status,btc_regime,rs_label,funding_pct,oi_signal,beta_label,status
2026-07-03T15:28:36.237458+00:00,BB/USDT:USDT,LONG,0.02024,0.02009003,0.02061492,0.02083987,0.02113981,99.11,S,2.5,45.51,55.35,1.47,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,TP1_HIT
2026-07-03T15:28:36.763081+00:00,SAFE/USDT:USDT,LONG,0.0919,0.09056605,0.09523488,0.09723581,0.09990372,92.19,A,2.5,30.1,62.13,1.02,NORMAL,CONFIRMED_STRONG,BULL,STRONG,0.005,NEUTRAL,N/A,TP1_HIT
2026-07-03T15:28:37.308660+00:00,MOVR/USDT:USDT,LONG,1.238,1.22616606,1.26758485,1.28533576,1.30900365,84.44,A,2.5,48.23,58.33,1.55,ELEVATED,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,TP3_HIT
2026-07-03T16:57:17.305787+00:00,ROSE/USDT:USDT,LONG,0.006118,0.00603696,0.0063206,0.00644217,0.00660425,90.07,A,2.5,51.94,64.49,1.33,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-03T16:57:17.979752+00:00,PNUT/USDT:USDT,LONG,0.04439,0.04380945,0.04584138,0.0467122,0.0478733,85.21,A,2.5,39.95,59.38,1.05,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,TP1_HIT
2026-07-03T16:57:18.665021+00:00,TAO/USDT:USDT,LONG,215.04,212.40957645,221.61605888,225.56169421,230.82254132,89.94,A,2.5,29.68,57.62,1.32,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-03T18:16:06.891736+00:00,NEAR/USDT:USDT,LONG,2.0122,1.98149762,2.08895594,2.1350095,2.19641425,89.77,A,2.5,37.73,59.75,1.14,NORMAL,ALLOWED,BULL,STRONG,-0.0061,NEUTRAL,N/A,SL_HIT
2026-07-03T18:16:07.424107+00:00,CELR/USDT:USDT,LONG,0.001943,0.00192826,0.00197985,0.00200197,0.00203145,96.14,S,2.5,27.22,56.95,1.39,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-03T18:16:07.958878+00:00,ONE/USDT:USDT,LONG,0.001293,0.00128151,0.00132173,0.00133896,0.00136194,89.88,A,2.5,33.72,62.89,1.3,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-03T19:54:31.071846+00:00,SPX/USDT:USDT,LONG,0.4109,0.40161214,0.43411964,0.44805143,0.46662714,95.0,S,2.5,41.81,59.03,1.27,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-03T19:54:31.582650+00:00,THETA/USDT:USDT,LONG,0.1418,0.14011004,0.14602491,0.14855986,0.15193978,96.74,S,2.5,57.65,58.77,1.58,ELEVATED,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,TP1_HIT
2026-07-03T19:54:32.094434+00:00,TNSR/USDT:USDT,LONG,0.03514,0.03472752,0.03617119,0.0367899,0.03761486,100.0,S,2.5,43.25,57.69,1.22,NORMAL,ALLOWED,BULL,STRONG,0.0001,NEUTRAL,N/A,SL_HIT
2026-07-03T20:57:46.095947+00:00,ENJ/USDT:USDT,LONG,0.03037,0.02995615,0.03140462,0.03202539,0.03285308,90.1,A,2.5,47.6,64.05,1.48,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-03T20:57:46.636484+00:00,IOTX/USDT:USDT,LONG,0.002937,0.00290322,0.00302144,0.00307211,0.00313966,89.22,A,2.5,38.21,66.59,1.32,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-03T20:57:47.189627+00:00,XLM/USDT:USDT,LONG,0.20585,0.2029903,0.21299924,0.21728879,0.22300819,85.21,A,2.5,35.24,59.55,1.17,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,TP1_HIT
2026-07-03T22:08:21.472589+00:00,ZEC/USDT:USDT,LONG,463.67,455.70324695,483.58688262,495.53701219,511.47051829,85.59,A,2.5,41.65,66.3,1.27,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-03T22:08:21.943040+00:00,GRAM/USDT:USDT,LONG,1.6928,1.66603962,1.75970095,1.79984153,1.85336229,100.0,S,2.5,27.49,56.88,1.13,NORMAL,CONFIRMED,BULL,STRONG,0.005,NEUTRAL,N/A,TP1_HIT
2026-07-03T23:19:44.248813+00:00,FIL/USDT:USDT,LONG,0.7991,0.79036196,0.82094511,0.83405218,0.85152827,94.93,A,2.5,51.36,59.22,1.42,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-03T23:19:44.739487+00:00,TRUMP/USDT:USDT,LONG,1.774,1.75476562,1.82208594,1.8509375,1.88940626,88.87,A,2.5,41.58,59.78,1.65,ELEVATED,ALLOWED,BULL,STRONG,-0.0069,NEUTRAL,N/A,TP1_HIT
2026-07-03T23:19:45.237300+00:00,CHR/USDT:USDT,LONG,0.01576,0.01556826,0.01623934,0.01652695,0.01691042,100.0,S,2.5,32.42,54.45,1.34,NORMAL,CONFIRMED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-03T23:36:00.557437+00:00,AIXBT/USDT:USDT,LONG,0.01995,0.01973406,0.02048984,0.02081375,0.02124562,92.85,A,2.5,47.07,62.71,1.29,NORMAL,ALLOWED,BULL,NEUTRAL,0.005,NEUTRAL,N/A,SL_HIT
2026-07-03T23:36:01.295466+00:00,OGN/USDT:USDT,LONG,0.01581,0.01569223,0.01606943,0.01623108,0.01644662,86.03,A,2.5,44.29,64.37,1.21,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-03T23:36:02.046326+00:00,AVAX/USDT:USDT,LONG,6.937,6.87113091,7.08067272,7.17047636,7.29021453,94.22,A,2.5,34.32,61.85,1.39,NORMAL,CONFIRMED,BULL,NEUTRAL,0.01,NEUTRAL,N/A,SL_HIT
2026-07-04T01:04:58.512401+00:00,CFX/USDT:USDT,LONG,0.04585,0.04552781,0.04665547,0.04713874,0.04778312,79.96,B,2.5,53.81,64.92,1.32,NORMAL,ALLOWED,BULL,STRONG,0.0099,NEUTRAL,N/A,SL_HIT
2026-07-04T01:04:59.290232+00:00,XLM/USDT:USDT,LONG,0.20412,0.20135966,0.21098586,0.21511137,0.22061206,91.41,A,2.5,38.93,59.92,1.0,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,TP1_HIT
2026-07-04T01:05:00.109419+00:00,ACE/USDT:USDT,LONG,0.079,0.07817344,0.08106639,0.08230623,0.08395934,85.86,A,2.5,41.6,61.71,1.21,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,TP2_HIT
2026-07-04T04:48:47.433290+00:00,ANIME/USDT:USDT,LONG,0.002825,0.00279656,0.00289611,0.00293878,0.00299566,78.52,B,2.5,47.73,64.61,1.48,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-04T09:48:56.719990+00:00,TUT/USDT:USDT,LONG,0.01123,0.01112978,0.01148055,0.01163088,0.01183132,83.13,A,2.5,31.52,66.81,1.27,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-04T17:43:01.762660+00:00,CELO/USDT:USDT,LONG,0.06634,0.06559035,0.06821413,0.06933861,0.07083791,80.28,B,2.5,27.97,62.53,1.46,NORMAL,ALLOWED,BULL,STRONG,-0.0063,NEUTRAL,N/A,SL_HIT
2026-07-04T23:13:56.268917+00:00,APE/USDT:USDT,LONG,0.1462,0.14478783,0.14973043,0.15184869,0.15467304,81.83,B,2.5,25.0,58.54,1.1,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-06T01:29:47.803799+00:00,RED/USDT:USDT,LONG,0.1029,0.10162673,0.10608317,0.10799308,0.11053962,80.72,B,2.5,40.57,53.04,1.05,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-06T01:29:48.468191+00:00,ZRO/USDT:USDT,LONG,0.9346,0.92345805,0.96245489,0.97916782,1.00145173,83.57,A,2.5,26.1,54.17,1.26,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,TP1_HIT
2026-07-06T21:04:08.162540+00:00,PLUME/USDT:USDT,LONG,0.01084,0.01073631,0.01109922,0.01125475,0.01146213,82.89,A,2.5,33.14,62.51,1.05,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-09T20:16:40.487261+00:00,RVN/USDT:USDT,LONG,0.003961,0.00390489,0.00410127,0.00418543,0.00429764,83.9,A,2.5,26.51,63.46,1.26,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,TP2_HIT
2026-07-09T23:01:44.519942+00:00,ACX/USDT:USDT,LONG,0.04279,0.04252997,0.04344008,0.04383013,0.0443502,81.79,B,2.5,25.43,65.99,1.36,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-10T07:58:04.783129+00:00,AAVE/USDT:USDT,LONG,94.03,92.94860122,96.80349694,98.4555951,100.65839265,79.28,B,2.5,44.55,65.69,1.43,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,TP1_HIT
2026-07-10T11:11:15.057212+00:00,1000SATS/USDT:USDT,LONG,9.63e-06,9.54e-06,9.86e-06,1e-05,1.019e-05,83.09,A,2.56,34.28,57.46,1.04,NORMAL,ALLOWED,BULL,NEUTRAL,0.005,NEUTRAL,N/A,SL_HIT
2026-07-11T14:45:09.497458+00:00,COOKIE/USDT:USDT,LONG,0.00965,0.00955868,0.00987829,0.01001527,0.0101979,75.92,B,2.5,33.74,60.31,1.03,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-11T17:39:32.269918+00:00,CELO/USDT:USDT,LONG,0.07023,0.0694559,0.07216526,0.07332642,0.07487463,82.72,A,2.5,37.07,60.05,1.31,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-11T18:36:49.327331+00:00,FARTCOIN/USDT:USDT,LONG,0.1523,0.15002012,0.15729969,0.1604195,0.16457925,71.11,B,2.5,23.91,60.32,1.17,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-15T03:31:37.281550+00:00,SPX/USDT:USDT,LONG,0.3829,0.3761392,0.399802,0.4099432,0.4234648,83.96,A,2.5,30.12,61.66,1.3,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-15T13:25:47.665143+00:00,LTC/USDT:USDT,LONG,45.54,45.30956394,46.53609014,47.06174422,47.76261634,80.47,B,2.5,35.2,66.01,1.5,NORMAL,ALLOWED,BULL,STRONG,0.0088,NEUTRAL,N/A,SL_HIT
2026-07-15T15:08:56.357627+00:00,NMR/USDT:USDT,LONG,10.288,10.15339212,10.62451971,10.82643154,11.09564731,81.41,B,2.5,35.79,60.57,1.11,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-19T06:31:44.380669+00:00,WOO/USDT:USDT,LONG,0.01257,0.01240641,0.01297898,0.01322436,0.01355155,83.47,A,2.5,54.03,66.29,1.3,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-21T04:29:31.288709+00:00,ASTR/USDT:USDT,LONG,0.005212,0.00518468,0.00528029,0.00532126,0.00537589,81.73,B,2.5,27.01,64.0,1.3,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-21T09:43:21.270098+00:00,ETHFI/USDT:USDT,LONG,0.4547,0.44906849,0.46842878,0.47672605,0.48778907,80.41,B,2.5,30.37,60.81,1.19,NORMAL,ALLOWED,BULL,NEUTRAL,0.005,NEUTRAL,N/A,SL_HIT
2026-07-21T09:43:21.933299+00:00,ZETA/USDT:USDT,LONG,0.03441,0.03420351,0.03492622,0.03523595,0.03564892,81.98,B,2.5,32.33,60.07,1.06,NORMAL,ALLOWED,BULL,NEUTRAL,0.0015,NEUTRAL,N/A,SL_HIT
2026-07-21T11:31:29.024047+00:00,AIXBT/USDT:USDT,LONG,0.01906,0.01889115,0.01948212,0.01973539,0.02007309,82.45,A,2.5,38.82,64.53,1.26,NORMAL,ALLOWED,BULL,NEUTRAL,0.005,NEUTRAL,N/A,SL_HIT
2026-07-21T13:00:06.786237+00:00,MINA/USDT:USDT,LONG,0.04687,0.0464525,0.04791375,0.04854,0.049375,83.19,A,2.5,49.2,64.21,1.26,NORMAL,ALLOWED,BULL,STRONG,0.0007,NEUTRAL,N/A,SL_HIT
2026-07-21T13:00:07.557035+00:00,BGB/USDT:USDT,LONG,1.6943,1.68748823,1.72112942,1.73554707,1.7547706,72.58,B,2.5,31.46,62.37,1.13,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-21T13:00:08.372524+00:00,LSK/USDT:USDT,LONG,0.0877,0.08721593,0.08891017,0.08963627,0.09060441,82.52,A,2.5,31.79,66.15,1.46,NORMAL,ALLOWED,BULL,NEUTRAL,0.005,NEUTRAL,N/A,SL_HIT
2026-07-21T18:01:17.870004+00:00,JOE/USDT:USDT,LONG,0.02766,0.02748283,0.02810293,0.02836869,0.02872303,82.08,A,2.5,24.83,59.4,1.13,NORMAL,ALLOWED,BULL,STRONG,0.01,NEUTRAL,N/A,SL_HIT
2026-07-29T14:35:50.886752+00:00,GPS/USDT:USDT,LONG,0.009794,0.0096772,0.01008601,0.01026122,0.01049482,82.56,A,2.5,32.88,60.09,1.42,NORMAL,ALLOWED,RANGE,STRONG,0.005,NEUTRAL,N/A,SL_HIT
2026-07-30T23:56:51.230504+00:00,DRIFT/USDT:USDT,LONG,0.0116,0.01146658,0.01193355,0.01213368,0.01240051,78.74,B,2.5,30.86,62.32,1.09,NORMAL,ALLOWED,BULL,STRONG,0.005,NEUTRAL,N/A,OPEN
